id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
5245116086227145,QiVFSq7XP,7308140398,大象新闻,【#林志颖曾说对陈若仪一见钟情主动追求#】12月17日（报道），@夢想家林志穎妻子@陳若儀Kellycupcake谈及婚后经历引发热议。#林志颖妻子回应被舆论攻击10年#她坦言因嫁给林志颖，曾遭遇长达十年舆论攻击，被指责“长得丑”“没才能”，就连和丈夫逛街都因路人的关注倍感压力。林志颖此前曾透露，当年在车展对陈若仪一见钟情并主动追求。#陈若仪谈嫁林志颖被舆论攻击十年#林志颖超话L大象新闻的微博视频,,,"夢想家林志穎,陳若儀Kellycupcake","林志颖曾说对陈若仪一见钟情主动追求,林志颖妻子回应被舆论攻击10年,陈若仪谈嫁林志颖被舆论攻击十年",19,8,67,2025-12-18 08:09,林志颖超话,,"http://f.video.weibocdn.com/o0/lcWMGi8Rlx08tQ1rLzEQ010412003RTo0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=tQdUDdJ89R&KID=unistore,video",,,普通用户,超级会员,3
5245104379923151,QiVmZFDsP,5257426131,财加灵,嫁明星难免被放大镜看，这十年陈若仪忍得不容易。但说到底感情是两个人的事，外人凭啥指手画脚？网络嘴人真的该消停了。#陈若仪称因嫁林志颖遭10年舆论攻击##三分钟视频助燃计划##全网红人出没#L财加灵的微博视频,,,,"陈若仪称因嫁林志颖遭10年舆论攻击,三分钟视频助燃计划,全网红人出没",3,107,223,2025-12-18 07:23,iPhone客户端,,"http://f.video.weibocdn.com/o0/ozoV2ce7lx08tPYgE6Sk01041203hy710E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=ukM1IINCN5&KID=unistore,video",,,红V,超级会员,1
5245119645357718,QiVLCmtMO,7811666397,兔灵使者,#陈若仪谈嫁林志颖被舆论攻击十年#明明她也很漂亮呀但还是要被说高攀，到底什么时候能对女孩子宽恕一点,,,,陈若仪谈嫁林志颖被舆论攻击十年,1,21,167,2025-12-18 08:23,守护珠泫的骑士,,"http://f.video.weibocdn.com/o0/2igle5bolx08tQ2qDijC01041200epkY0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=o6QjXedjd1&KID=unistore,video",,,金V,超级会员,2
5244557949404153,QiH9EDsrT,7782459262,东京下雨再相见,#双轨首个内娱男女混团#经常在音符刷到他们两个有不带粉籍的宝宝来给我安利一下吗？虞书欣凭借这部剧应该可以翻转舆论吧,,,,双轨首个内娱男女混团,17,97,3368,2025-12-16 19:11,京京iPhone客户端,,"http://f.video.weibocdn.com/o0/dylioVvblx08tNza2VUQ01041200khhF0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=sA7LOJ1cs8&KID=unistore,video",,,金V,超级会员,1
5248299342758178,QkguabzwK,3966129175,兰斌强,为什么我们在舆论战上时常被动？因为陷入了“答辩式思维”！别人出题，我们答题，就像大人被孩子的“十万个为什么”问倒一样。是时候改变策略，我们来出题，让他们回答！#舆论战##国际关系#L兰斌强的微博视频,,,,"舆论战,国际关系",7,3,59,2025-12-27 02:58,舆论战超话,,"http://f.video.weibocdn.com/o0/NTKKCrsblx08u3TVdqbC01041200hulY0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=oSxYWM3Baf&KID=unistore,video",,,金V,超级会员,2
5248221962044438,Qketm8zQO,3590944403,爱笑刘666,《深深的陷入了舆论的陷阱》#生活笑料撞满怀##一分钟视频创作季#L爱笑刘666的微博视频,,,,"生活笑料撞满怀,一分钟视频创作季",0,3,37,2025-12-26 21:51,iPhone 14,,"http://f.video.weibocdn.com/o0/3yr3ny2Ulx08u3H2kJZC01041201RMoR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=dJ%2FFZUPQ%2Bi&KID=unistore,video",,,金V,超级会员,2
5248145965452645,QkcuMmStT,6890796357,日照日报,【#六小龄童回应舆论争议#：慢慢事实会清楚】#六小龄童谈演员的标签#电视剧《连城诀》中饰演“花铁干”、电视剧《欢天喜地七仙女》中饰演“太上老君”、电影《过年》中饰演“大哥”、电影《阿Q正传》中饰演“夏瑜”……正派反派，主角配角，六小龄童在荧屏上留下的形象其实并不单一。“我演过很多别的，但大家都记不得了。”六小龄童接着补充道，“当然，（那些角色）加在一块儿的影响力，可能都没有《西游记》中的‘孙悟空’那么大。”“美猴王”是六小龄童演艺生涯中一张无法撕掉的“标签”。对于演员这个职业，有人说，这能让观众长久地记住你，是一种肯定；也有人说，这容易让观众在看到你饰演的其他角色时“出戏”，是一种“紧箍咒”。而对于六小龄童来说，他认为做演员是一件非常荣幸的事情，“六小龄童就是演‘孙悟空’，‘孙悟空’等于是六小龄童的一生，（我）没有白来到这个世界上”。前些年，因为一些被剪辑成视频的采访言论，六小龄童被推上了舆论风口。他也对此感到不解过，“我是有点不明白，莫名其妙怎么回事？有时候我都不像我自己了”。他一直想去做一些解释和沟通，“现在觉得没有什么必要，慢慢事实会清楚”。这些年，六小龄童看到了越来越多网友在社交平台上给他的留言：我们欠六小龄童老师一个道歉。对此，他表示：“不用，过去就过去了。”回应争议、分享心态、回顾人生……从演出中国历史上首个最完整的“孙悟空”形象，到成为“猴戏文化”的传承人、推广者，央视网专访演员六小龄童，听他讲述自己“笑对八十一难”的“行者”人生。L央视网的微博视频,,,,"六小龄童回应舆论争议,六小龄童谈演员的标签",1,2,4,2025-12-26 16:49,微博视频号,,"http://f.video.weibocdn.com/o0/iXcz3FHFlx08u31awUIM0104120czDpT0E050.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=c1mMtJOLRD&KID=unistore,video",,,普通用户,超级会员,1
5247477599180108,QjV6LCwag,1323527941,Vista看天下,#陈芋汐谈被和全红婵比较#【#陈芋汐希望舆论对自己和全红婵好些#】陈芋汐在采访中被问到被和“小红”全红婵比较的感受。#陈芋汐含泪说出最委屈的事情#她提到，会有一些“挑拨离间”的言论，“大家都是为中国去争得荣誉，但如果想象自己和全红婵之间有很强的竞争，两人就会一下子被拉到对立面。陈芋汐在采访中表示，自己和全红婵都有处于舆论漩涡的时候，对自己的不满不会转变为对对方的嫉妒，“我和小红的关系不会被这些言论左右”。@Vista看天下LVista看天下的微博视频,,,Vista看天下,"陈芋汐谈被和全红婵比较,陈芋汐希望舆论对自己和全红婵好些,陈芋汐含泪说出最委屈的事情",3,13,87,2025-12-24 20:33,微博视频号,,"http://f.video.weibocdn.com/o0/G3X02dprlx08u0pCJy3S01041200lShd0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=yZvUbwKgfd&KID=unistore,video",,,蓝V,超级会员,2
5248243715805255,Qkf2romd9,2657641961,再吃一口廷崽粥,“自以为掌握了“真相”便可以义愤填膺”“恶意变成热度，热度带来流量，流量就是钱”“但我们不能把世界让给我们讨厌的人”当然不能让，还要好好生活，坐看行云落花，静待🗡️人们暴毙L再吃一口廷崽粥的微博视频,,,,,1,0,4,2025-12-26 23:17,猪猪永动机iPhone 17 Pro Max,,"http://f.video.weibocdn.com/u0/2efKTaXqgx08u3MszpvO01041200AhfV0E010.mp4?label=mp4_720p&template=1564x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826084&ssig=WD%2BiXo9aNc&KID=unistore,video",,,红V,超级会员,1
5246248062026889,Qjp7E8vhL,2748597475,中国青年网,#起底日本右翼舆论网络制造机#【起底日本网络“水军”：发条视频最少2000日元】#日本网站招募水军批评中国#近日，日本大型众包平台CrowdWorks被曝长期发布网络招募信息，付费征集“批评中国”等内容的短视频。随着更多事实被揭露，一条操弄网络舆论的外包链条逐渐浮出水面——从散布仇恨言论到为右翼政治人物造势。日本网民质疑，在日本网络上浓重的保守派言论氛围背后，存在政治势力图谋操纵网络舆论的黑手。（新华社）O起底日本网络“水军”：发条视频最少2000日元,,,,"起底日本右翼舆论网络制造机,日本网站招募水军批评中国",0,1,4,2025-12-21 11:07,微博网页版,,,,,普通用户,超级会员,2
5247087631401303,QjKXN5SxF,6190535001,爸妈你俩咋这么甜,不好意思啊，骂林克很久了，你们最近才看见是因为一直在推流,,,,,3,16,47,2025-12-23 18:43,,https://wx2.sinaimg.cn/large/006KWQWJgy1i8l0rq7w1tj30yg16ywis.jpg,,,,红V,超级会员,1
5241668282357066,QhtYU9Tbc,7881210242,某非洲酋长2,【#日本又想发动舆论战了#】#日本惯于颠倒黑白发起侵略#最新的令和赢学日本专家：⏰的经济牌对日本没效果现在只能打军事牌了，日本只需冷静对应，赢！,,,,"日本又想发动舆论战了,日本惯于颠倒黑白发起侵略",9,29,195,2025-12-08 19:49,iPhone 15 Pro Max,https://wx1.sinaimg.cn/large/008BmKOegy1i83qdedsd6j30zk16711n.jpg,,,,金V,超级会员,2
5246919255525576,QjGAdnbsc,1951798883,民警小唐,舆论首先要通过刻板成见才能传播。如同对事实的感知要通过道德视角进行过滤一样，人们看到的是他们所期望看到的道德评判。通过充满感情的刻板成见、标志性符号、幻觉，而在这其中起到引导作用。——沃尔特·李普曼#早安##保定#,,,,"早安,保定",0,0,4,2025-12-23 07:34,HUAWEI Pura 80 Ultra,"https://wx1.sinaimg.cn/large/00285y39ly1i8khgnan02j62dc35snpd08.jpg,https://wx1.sinaimg.cn/large/00285y39ly1i8khgotjrmj62dc35sb2a08.jpg,https://wx4.sinaimg.cn/large/00285y39ly1i8khgq6hbhj62dc35sqv508.jpg,https://wx4.sinaimg.cn/large/00285y39ly1i8khgrbapbj62dc35s7wh08.jpg",,,,黄V,会员,8
5236085052410724,Qf8JHa78E,1658401594,好喵喵的小南瓜,舆论在赵薇身上是有独特的标准的现在是好事不出门不好的事不管她在圈还是不在圈是马上会几万倍放大镜几何量级增大然后迅速全网矩阵扩散，然后一堆阴谋论和诽谤打个比方哈，如果赵薇在外面语焉不详的有敏感的访谈，绝对不会悄无声息的压下，而是迅速发酵如果赵薇“另辟蹊径”和上面作对，哪怕很隐晦的，比如敏感的得了反对派的“奖”首先诋毁的声量就会马上盖过夸赞所谓生命力的声量且碾压的阵势谣言遇上赵薇，无米之炊都做得，俨然满汉全席，更何况直接送上一锅米呢？她有这样的独特的体质可怕的是她还没有公关团队她对舆论应对的能力始终如一的差所以她不适合锦衣夜行，她适合行走在阳光下，一切都能坦坦荡荡的晾晒阳光会让所有丑恶无所遁形向日葵本来就应该是向阳的花朵,,,,,18,87,568,2025-11-23 10:03,,,,,,红V,超级会员,2
5238968129422150,QglJODx8a,1751714412,大皖新闻,#让好声音常驻主流舆论场高声部#【#用有温度的声音对冲网络杂音#】党报评论不好写，不是受制于外部力量，就是受制于自我设限。所以，我们看到的某些党报评论，常常就显得“端庄”有余，从容不足。这里的“端庄”常常表现为“端”和“装”，不敢直指问题，注重形式化的话术，官话与套话形成套娃式组合，拿腔拿调，字正腔圆，局里局气，塑料味过重。文风不纯，实质上是文格不正。党报的文风连接党心与民心。习近平总书记指出，“一切不良文风都是不符合党的性质、宗旨的，都是同党肩负的历史使命相背离的”。党报评论是主流舆论的代言者，以“端庄”文风示人，损害的不仅是党报的影响力，而且是党的形象。在现今舆论场上，传播技术移动化、视听化、智能化，全面激活了“沉默的大多数”。传播技术的快速迭代，舆论社会化、网络化，有些新媒体全方位迎合受众的中低端偏好，流量至上，带动舆论的“入口”转移。在网络空间，非主流声音恣意反弹，一些杂音、噪音充斥舆论场，与主流声音对冲，以至于流量挤压了正能量，好声音处于低声部，削弱了主流声音的声量，弱化了主流舆论的影响力和感召力。值得欣慰的是，近年来，主流舆论以变应变，主动放下身段，以平视的姿态，洞察舆论场的走势，倾听民声，洞察民情，体察民意，为民代言，改变话语、话术、话风，用有温度的声音，去对冲、熨平网上的非理性声音，为舆论导流，营造风清气正的舆论生态。这两年，安徽日报报业集团主办的“安徽时评”，在主流舆论场上的出色表现引起了业界、学界的关注。不少评论出圈，在舆论场发出很大的声量。他们努力跳出自己过去的窠臼。在评论选题策划、话语风格、形式表达等方面求新求变，努力打开更广阔的天地，让评论“好声音”直抵人心。在舆论场发生裂变和聚变的时代，在众声喧哗中，引导社会舆论、壮大主流价值。他们改变过去某些党报评论“端装”有余、诚意不足的毛病，言人之畏言、人之未言，做到不“端”不“装”，诚意十足，言有物、言有序、言有味。作为一个地方党报，其评论定位必须正确、准确。既要守土有责，又要兼济天下。守土有责，就是要守好服务地方，做好主责主业。地方党报评论须聚焦地方发展大局，为地方发展营造良好的舆论环境，将地方政策、决策用民众听得懂的语言传播出去，将政治话语翻译为社会语言。比如，“安徽时评”推出的《发展新质生产力，安徽这么干》，就是一篇将政策语言成功转化为老百姓看得懂、听得明白的评论文章。文章站位高，分析到位，平实有力，要言不烦。再如，《皖北的水，“好喝”了》是一篇高质量的述评。喝上更好的水，一直是皖北群众的向往和期待。让老百姓喝上引调水，是政府办的好事、实事。如今，通过实施“皖北地区群众喝上引调水”工程，皖北的水变了，皖北人喝的水也“带有长江的味道”。“安徽时评”守土有责，还表现在舆论场上能够深耕安徽，把发生在安徽的要闻和热点事件，在舆论上引导好，让正能量更澎湃、好声音更昂扬。比如，针对习近平总书记考察安徽桐城六尺巷这一重大新闻，“安徽时评”如何发挥在地、主场优势？将这一重大议题解读好，进而转化为舆论场上的好声音？“安徽时评”及时推出《心宽不怕巷子窄》一文，被中国记协官方微信公众号在“我的代表作”专题中转发推送，实现登顶传播，形成出圈效应，赢得良好的效果。地方党报评论，既要守土有责，深耕自己脚下的这块热土，也要兼济天下，做到天下大事尽收眼底。关注重大新闻事件和网络舆情热点，跟热点，出观点。一个负责任、有担当的媒体，必须善于发现、勇于追问并深刻回应公众关注的焦点。好文知时节，应时乃发声。面对民营企业被污名化、饭圈乱象、大学校庆舆情等热点问题，“安徽时评”敢于发声、善于发声，在众声喧哗中，引导社会舆论、壮大主流价值；针对基层不合理考核、工作敷衍塞责、表演式值班等形式主义官僚主义现象，刀刃向内、深入剖析，发出一次次拷问。“安徽时评”针对网络上沸沸扬扬的“农夫山泉”舆情，果断推出《“围剿”农夫山泉的流量生意该收手了！》，批驳吃“伪爱国”饭、做无底线流量生意的无良自媒体。文章推出后，迅速引发网络热议，有力回击了网络上无端攻击民营企业和民营企业家的言论。优质的评论不能满足于做一个捕风者、跟风者，跟在别人的后面人云亦云，做舆论的“应声虫”，而是要成为引领者、建言者。“安徽时评”针对自媒体嘲笑清华大学113周年校庆的舆论风波，在其视频号、抖音号连续推出《嘲笑清华校庆，是个危险信号！》等多条原创视频评论，引发全网关注。又如，《只要你实干，就给你“撑腰”》为干实事的干部撑腰，文章呼吁：当前，全面深化改革各项事业时间紧任务重，以容错纠错机制激励干部放开手脚干事创业，为担当者鼓劲撑腰，正当其时。允许试错、宽容失败，开展容错纠错，才能打消“洗碗越多摔碗越多”的担忧，激发干事创业的积极性、主动性、创造性。“安徽时评”常有新锐之见、逆耳之言、建设之声。做到这一点，需要有胆有识，敢于发声，善于发声。党报评论常受“党八股”拖累，高墙大院的官腔官调很容易变成官样文章，“党八股”流弊防不胜防，有意无意间侧漏出来，变成文风上的拿腔拿调。改文风，需要党报痛下决心，进行“一场灵魂深处的革命”，与刻在基因里的积习切割。喜见“安徽时评”的清新文风：有态度，有温度，有见地。“安徽时评”努力摆脱党报评论的窠臼，在选题、角度、表达方式、话术等方面求创新，开门办评论，广纳贤才，兼容并包，体现了党报评论的高格和胸襟。两年辛苦不寻常。经过近两年的艰辛努力和不懈探索，“安徽时评”找到了一条扎根安徽、扬声主流舆论场的评论之路，成为舆论场的一股清流，给党报评论带来一缕缕清风。我们为这种来之不易的成绩点赞，更期待“安徽时评”继续“引体向上”，以更大的声量，释放更大的正能量，让好声音常驻在主流舆论场的高声部。（安徽时评）,,,,"让好声音常驻主流舆论场高声部,用有温度的声音对冲网络杂音",71,45,188,2025-12-01 09:00,微博网页版,https://wx4.sinaimg.cn/large/001Uy0Wggy1i7v3lknf0gj60u00htk2u02.jpg,,,,普通用户,超级会员,3
5237355416125568,QfFMFpHxu,7483284470,狐鈴時,#香港MAMA#香港火灾情况很这么严重，周五的MAMA还能照常进行吗？这剧情有点像年初泰国地震那次了，这次可要提防别引起舆论了,,,,香港MAMA,3,37,285,2025-11-26 22:11,,,,,,金V,超级会员,1
5237307365655448,QfExanJeU,5174226172,摇花手大叔,因为和太多男宝搭戏让男宝妈心生嫉妒于是造谣资源咖，自家男宝被骂也要算在合作的女演员头上，parn真是无妄之灾。感觉所有女生都巴不得和自家男宝合作于是美美给自家男宝选妃“小影倒是可以”好傲慢的语气，你们以前骂老影的时候可不是这样说的，男宝妈真是十宗罪都骂不完,,,,,0,41,227,2025-11-26 19:00,猴脚踩过的iPhone客户端,"https://wx1.sinaimg.cn/large/005EawAQgy1i7ptjn4b5kj30wr0cymy9.jpg,https://wx3.sinaimg.cn/large/005EawAQgy1i7ptjo4r1ij30wr0cy0u6.jpg,https://wx2.sinaimg.cn/large/005EawAQgy1i7ptjpop4yj30wr0gp75s.jpg,https://wx1.sinaimg.cn/large/005EawAQgy1i7ptjp1ypbj30wr0ss0vb.jpg",,,,红V,超级会员,1
5244864178426272,QiP7zzm3C,7900688973,Taliayolo,别的公司我不知道丝芭什么样我还能不知道吗真是给自己买舆论买的忘情了发狠了,,,,,0,1,58,2025-12-17 15:28,,https://wx4.sinaimg.cn/large/008CGu7jgy1i8dxfmtjz4j30u00sddgw.jpg,,,,红V,超级会员,1
5248088300064332,QkaZM0gJC,7480686919,风华影视圈,这就是大众心理，只看风头往那边到L风华影视圈的微博视频,,,,,0,2,7,2025-12-26 13:00,微博视频号,,"http://f.video.weibocdn.com/o0/roJlhioZlx08u36xbhfO01041201zXZR0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826103&ssig=a9CVmYTCmT&KID=unistore,video",,,金V,超级会员,2
5236977783806143,QfvXAfY9p,7869573041,搬搬漫叔,韩漫《KissMeIfYouCan/舆论风暴》更35，第一季完结啦~🔗🍎,,,,,1,13,86,2025-11-25 21:11,微博网页版,"https://wx2.sinaimg.cn/large/008AzVrrly1i7orp1x5ldj30lj0rmtry.jpg,https://wx1.sinaimg.cn/large/008AzVrrly1i7orp1tisxj30lj0kf476.jpg,https://wx4.sinaimg.cn/large/008AzVrrly1i7orp1ul2oj30pj0vfgx3.jpg,https://wx2.sinaimg.cn/large/008AzVrrly1i7orp1vuu0j30pm0xbao7.jpg,https://wx4.sinaimg.cn/large/008AzVrrly1i7orp1w32vj30t40qpqj5.jpg,https://wx4.sinaimg.cn/large/008AzVrrly1i7orp1u6eaj30fy0nuwpc.jpg",,,,普通用户,会员,6
