id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
5243784871810679,Qin2L7B2v,3266943013,央视网,【#专家回应是否会出现双重拉尼娜事件#】拉尼娜现象是指赤道太平洋东部和中部海水大范围持续异常变冷的现象。而由于今年年初已出现过一次弱拉尼娜事件，双重拉尼娜事件是否会在今冬出现呢？国家气候中心预测显示，今年冬天产生双重拉尼娜事件的概率不大。尽管如此，拉尼娜状态的持续仍对我国气候有一定影响。L央视网的微博视频,,,,专家回应是否会出现双重拉尼娜事件,2126,2008,27690,2025-12-14 16:00,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/IPBzlPqxlx08tK9hXM8o01041200vLks0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=Cqi3jW7Pu1&KID=unistore,video",,,普通用户,超级会员,4
5243871743182925,QipiSdm1v,5393135816,寰亚SYHP,#以色列律师分享在澳遭遇枪击后照片#以色列律师阿尔森·奥斯特罗夫斯基在悉尼邦迪海滩遭枪击后，分享了一张自己的照片。,,,,以色列律师分享在澳遭遇枪击后照片,84,383,3201,2025-12-14 21:45,,,"http://f.video.weibocdn.com/u0/XYoT6RBQgx08tKxVaAmI01041200GlPV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=ZpAsVj1V%2B%2F&KID=unistore,video",,,金V,超级会员,3
5247745275463054,Qk24vmVbM,7287365576,功行无涯,#小洛熙妈妈文字版澄清#我也是一名10岁孩子的母亲，我怕就差我一个小洛熙事件在场的所有医护，甚至整个医院，都知道发生了什么，都知道他们在干什么？？？？？？？？就是父母没有资格知道，这以后要我们怎么安心去医院？？？？这件事最后最大的受益者永远都不是小洛溪的父母，是我们千千万万做父母普通人#小洛熙妈妈##关注社会热点事件##微博中长视频扶持计划#,,,,"小洛熙妈妈文字版澄清,小洛熙妈妈,关注社会热点事件,微博中长视频扶持计划",51,260,1992,2025-12-25 14:17,vivo S17 Pro,,"http://f.video.weibocdn.com/o0/O61A6fVVlx08u1AVJirm01041200iIjq0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1766826056&ssig=m1WQi7dsfp&KID=unistore,video",,,金V,超级会员,2
5244229775000452,QiyClkYQs,1644114654,新京报,【#悉尼枪击事件夺枪者父母受访#：为他骄傲】#悉尼枪击夺枪者曾在警察部门任职#12月15日，澳大利亚发生枪击事件已致16人死亡，一男子在事件中夺枪，其父母受访画面公开。男子父亲说男子曾在警察部门及中央安全机构任职，男子热衷于保护他人。男子母亲说，她很骄傲自己儿子帮助了他人并拯救了生命。报道称男子是叙利亚裔澳大利亚公民。男子是一名43岁的水果店老板，该事件中他身中数枪，目前正接受治疗。L新京报的微博视频,,,,"悉尼枪击事件夺枪者父母受访,悉尼枪击夺枪者曾在警察部门任职",115,132,1166,2025-12-15 21:27,微博视频号,,"http://f.video.weibocdn.com/o0/IMd14lWxlx08tM7CNg6Y01041200hz1V0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=ZsGO9qOWKy&KID=unistore,video",,,普通用户,超级会员,3
5243937164100530,Qir0ohcJA,1671109627,包容万物恒河水,🔻跟视频1这位训练有素的栓动枪手比起来，视频2、3这位穿白裤子的枪手就显得很业余了。🔻描边枪法（视频2），后来还被英勇的路人把枪抢走了（视频3），在视频4的01:19被澳大利亚警方击毙。🔻天空新闻、悉尼七号台新闻、bnonews的视频。#热点现场##海外新鲜事##澳大利亚海滩枪击已致16死#,,,,"热点现场,海外新鲜事,澳大利亚海滩枪击已致16死",147,108,1658,2025-12-15 02:05,微博视频号,,"http://f.video.weibocdn.com/o0/p6P5nGBjlx08tKPJhDWo01041200bQrw0E010.mp4?label=mp4_720p&template=720x1276.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=uDsgF21WnW&KID=unistore,video",,,金V,超级会员,4
5244458141749826,QiEyG7ld0,1644114654,新京报,【#悉尼枪击事件中英勇夺枪男子留遗言#：告诉我家人，我为救人而倒下】#悉尼枪击事件夺枪男子可能失去左臂#12月15日，澳大利亚悉尼邦迪海滩枪击案中见义勇为男子勇夺枪手枪支前说的话曝光。14日案发时，男子与表亲在附近喝咖啡，他对表亲说：“我可能会死，如果我倒下了，请替我去见我的家人，告诉他们我是为了救人而死的。”男子的律师15日探望他后表示，他的伤势比预想严重，可能会失去左臂。据律师介绍，其中一颗子弹从男子的左侧肩胛骨后方射入，目前仍未取出。律师同时表示男子说他不后悔自己所做的一切，若再来一次他仍会这么做。L新京报的微博视频,,,,"悉尼枪击事件中英勇夺枪男子留遗言,悉尼枪击事件夺枪男子可能失去左臂",594,909,10504,2025-12-16 12:35,微博视频号,,"http://f.video.weibocdn.com/o0/rkYX4QY2lx08tN7VK9Uk01041200hq4F0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=dFVsyrbRR3&KID=unistore,video",,,普通用户,超级会员,3
5243814763561066,QinOYeWoy,1644114654,新京报,【#澳枪击事件黑衣人开枪瞬间曝光#：#澳海滩枪击现场数千人四散奔逃#】12月14日，澳大利亚悉尼邦迪滩发生枪击事件，2名男子开枪的画面被拍下。事发时有约2000名犹太社区成员在海滩庆祝节日，枪响后人们四散奔逃。报道称多人中枪，枪击事件已造成人员伤亡。根据最新消息，警方已逮捕两人，警方行动仍在进行中。L新京报的微博视频,,,,"澳枪击事件黑衣人开枪瞬间曝光,澳海滩枪击现场数千人四散奔逃",59,93,621,2025-12-14 17:58,微博视频号,,"http://f.video.weibocdn.com/o0/zzwFlifHlx08tKimpKpi01041200cjBh0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=RTT06yTnpO&KID=unistore,video",,,普通用户,超级会员,3
5245950962434293,QjhosadgN,7152678733,神奇知识点,今年6月份，同一个医院，同一个恶魔，同样的过程，同样的结果。#小洛熙宝宝事件最新进展#,,,,小洛熙宝宝事件最新进展,24,28,731,2025-12-20 15:27,神奇知识点超话,,"http://f.video.weibocdn.com/o0/loxCJxC2lx08tTHisAyA01041200ywwQ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=vl2YVoVEIx&KID=unistore,video",,,金V,超级会员,2
5246715486798995,QjBhyswJd,1567560777,秦祎墨,#海底捞小便事件家长赔偿220万元#值得写进族谱的一泡尿。,,,,海底捞小便事件家长赔偿220万元,25,60,4395,2025-12-22 18:05,,,,,,金V,超级会员,3
5244249076666967,Qiz7trYnJ,5586438642,南山南北秋悲北秋有人陪,所以说对国外祛魅的最好方式，就是遇到枪战。#万万没想到#留学生#外国人##一分钟视频创作季#L南山南北秋悲北秋有人陪的微博视频,,,,"万万没想到 ,外国人 ,一分钟视频创作季",37,17,1285,2025-12-15 22:44,微博视频号,,"http://f.video.weibocdn.com/o0/djYy5sQ2lx08tMcSdWsU01041200AZRg0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826071&ssig=QyGXwTzFBJ&KID=unistore,video",,,金V,超级会员,2
5246710315224250,QjB9dlV46,6322855753,仓鼠流泪了TOT,#海底捞小便事件家长赔偿220万元#17岁的人了，还干这种事，这两个小伙子以为这个举动会成为网红，没想到自己成为了海底捞,,,,海底捞小便事件家长赔偿220万元,10,55,442,2025-12-22 17:44,,,"http://f.video.weibocdn.com/o0/QIPR1jZVlx08tX2vlXPa01041200rxUr0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826091&ssig=rKkAqcs6zG&KID=unistore,video",,,金V,超级会员,2
5248038138547185,Qk9GRzRvP,2970036311,贴小君,“超强本科生”事件丨大四本科生一年发近50篇论文，到底是造假还是造神？最近，一位“超强本科生”火了。温州医科大学一名大四学生，最近引起了不小的关注。他的GoogleScholar个人主页显示，从2024年7月至今的一年多时间里，他已累计发表SCI论文48篇。如果将时间进一步压缩到2025年，这一数字就显得更为集中。一年之内发表论文近50篇，平均下来，几乎不到10天就有一篇新作上线。正常流程：定题、查文献、拿数据或做实验、分析、写作、反复改稿、投稿、外审、修回、proof，上线。不用懂什么是SCI，你只要知道一件事：在绝大多数医学院，哪怕一个博士三年发2–3篇，就已经可以挺直腰杆毕业了。而本事件中的这名大四本科生洪同学，同样一条链路被折叠到“不到10天一篇”，再加上“几乎全部一作＋通讯”，能在一年内发表40多篇SCI论文，这产出速度平均不到10天一篇，这效率你敢想？当“本科生”、“一年”、“近50篇”这三个词被放在同一段话里，这不得不让人产生质疑，毕竟这已经严重偏离常识。,,,,,113,17,919,2025-12-26 09:40,,https://wx1.sinaimg.cn/large/003eZY7tgy1i8ntyd3xtcj60lecmke8202.jpg,,,,金V,超级会员,2
5246957812454288,QjHApaiti,2142777533,王铁根,#海底捞小便事件家长赔偿220万元#孩子不懂事，一泡尿220万元太贵了。就算孩子一个月攒5000块，基本上一辈子都要为这一泡尿打工了。但是首先，海底捞为了这泡尿直接拿出超过一千万去赔偿那一时段所有吃过饭的人。间接损失难以估计。只赔220万不够海底捞损失的零头，等于撒尿小孩一泡尿赚了上千万。其次，小孩不懂事，找个停车场停着的新款奔驰G一把火烧了，赔200万，大家觉得很合理。和你小孩可不可怜，家里有没有钱没关系，你把200万的车烧了，你就该赔200万。那么你在火锅店撒尿发网上和一把火把车烧了是一样的呀，都是给别人带来了实实在在的经济损失。这不是一句孩子小不懂事就能糊弄过去的。,,,,海底捞小便事件家长赔偿220万元,17,136,646,2025-12-23 10:08,微博搜索,,,,,金V,超级会员,2
5247471647460578,QjUXaviPU,6124820680,背着泉鈤跑,#贾乃亮被曝售假事件反转#贾乃亮这波操作称得上是教科书级别了吧，遇到这种问题不拖泥带水第一时间给出回应，给直播圈狠狠上了一课啊,,,,贾乃亮被曝售假事件反转,7,38,305,2025-12-24 20:09,iPhone 16,,"http://f.video.weibocdn.com/o0/CpMOWAfOlx08u0ohKvMc01041200jOV70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826091&ssig=S8b%2BnSYwqt&KID=unistore,video",,,红V,超级会员,1
5247739362803908,Qk1UYbLqk,2682477017,苏州的才有朋,#小洛熙爸爸讲述小洛熙事件全过程#小洛熙爸爸讲述整件事真的太揪心！5月龄的早产女儿查出小面积房缺，医生说这是入门级微创、几乎没风险，不做还可能脑瘫，让赶紧手术。原本3小时的手术做了7个多小时，术后孩子进ICU没多久就没了。尸检报告显示孩子伤口没缝合、补片没贴好，院方还改口缺损大小。卫健委查实医院有评估不足、操作过失等问题，涉事医生被免职。他们只求一个真相，替可怜的小洛熙讨回公道。#小洛熙##小洛熙妈妈##小洛熙爸爸##秒懂热点就用智搜##微博智搜内容共创计划##三分钟视频助燃计划#L苏州的才有朋的微博视频,,,,"小洛熙爸爸讲述小洛熙事件全过程,小洛熙,小洛熙妈妈,小洛熙爸爸,秒懂热点就用智搜,微博智搜内容共创计划,三分钟视频助燃计划",19,38,382,2025-12-25 13:53,iPhone 17,,"http://f.video.weibocdn.com/o0/bKpV4Hynlx08u1zhdYQM01041202Yrde0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826091&ssig=L3bOjUv1P8&KID=unistore,video",,,金V,超级会员,1
5246708076250440,QjB5Bqe1y,5679508036,iBingo,#海底捞小便事件家长赔偿220万元#应该的应该的，为自己的行为付出代价！那么问题来了：带狗上桌舔盘子的人也会同样处理吗？,,,,海底捞小便事件家长赔偿220万元,13,40,375,2025-12-22 17:35,,"https://wx3.sinaimg.cn/large/006cmDukly1i8jsxs0twwj30vs1b1dqd.jpg,https://wx2.sinaimg.cn/large/006cmDukly1i8jsxrnilmj30wr1gc4d9.jpg",,,,金V,超级会员,2
5246838825550099,QjEuunhPJ,9132720913,奶茶给我喝一口噢,#多名艺人为小洛熙发声#小洛熙进手术室之前最后画面，她似乎知道自己接下来要面对什么，可惜她还没学会说话#宁波小洛熙医疗事件责任应如何认定#L奶茶给我喝一口噢的微博视频,,,,"多名艺人为小洛熙发声,宁波小洛熙医疗事件责任应如何认定",37,146,959,2025-12-23 02:15,微博视频号,,"http://f.video.weibocdn.com/u0/LBxEEHIJgx08tXByHyUw01041200fVUs0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826091&ssig=O92vwUE%2Fu%2F&KID=unistore,video",,,普通用户,超级会员,1
5247367446006560,QjSf6pcA0,1629359974,二火山,《用武之地》看完了，应该是今年跨年档最佳了，申奥还是一如既往的稳定，也是他最擅长的真实事件改编，取材自境外幸存人质真实自救经历。从以往的真实资料和影像里提炼故事情节，海外实景拍摄，在写实的基础上进行戏剧化改编，角色身上的遭遇都是有迹可循的。整体看下来节奏紧凑，代入感沉浸感很强，尤其郑恺饰演的苗峰毫无征兆被炸那段，让整部电影的危机感陡增，生死就在一瞬间，个人命运在战乱环境下逐渐失去掌控。很真实地呈现了人质被恐怖组织绑架的生存状态以及自救的过程，没有尊严，这些人在人质营像牲口一样活着的唯一价值，是可以勒索各国政府交赎金，国家越富，赎金越高，所以亮护照反而更危险，这和以往的同类电影完全相反。回国面临失业的生存压力，让马笑铤而走险拍素材，又在一场劫后余生的被绑经历里重新认知生存。导演为了让人物的行为动机合理，做了很多前后对应的细节铺垫，比如如何用锂电池给手机充电，手机、地雷等道具元素的运用。观众能在极端环境下看到人性的复杂，和人性底色的善与恶，感叹命运无常，真实发生的事件肯定要比电影里呈现的残酷得多。女主能在这么多劫难下保住肚子里的孩子，和夫妻俩救出穿C罗球衣的孩子，有种冥冥之中的呼应，都代表了对下一代的希望。很喜欢关于雷区的这个预埋解扣，点出交战双方的真相，没有正反派别只有利益，而苦的是老百姓，男主最后用自己的实际行动让世界看到了这一面。生活在一个和平的国家真的很幸运，要珍惜当下。用武之地我的评分：#跨年电影愿#,,,,跨年电影愿,107,71,201,2025-12-24 13:15,点评,,,,,金V,超级会员,2
5247058866866706,QjKdosOlk,1747780592,花叔,#海底捞小便事件家长赔偿220万元#海底捞索赔2300万，法院判定220万。这个如果家长不执行法院是要强制执行的。最近发生的事情，小孩子对着火锅撒尿，小狗上台吃生肉，这些离奇事情的责任不能推给孩子和狗狗，很难想象什么样的家长和狗主人会这么干。那个让小狗上台吃肉的还是自己拍视频发出来的，真是智商感人。,,,,海底捞小便事件家长赔偿220万元,7,41,266,2025-12-23 16:49,微博网页版,,,,,金V,超级会员,2
5246719900254260,QjBoG148Y,5214102913,周期交易传奇,#海底捞小便事件家长赔偿220万元#一泡尿220万,,,,海底捞小便事件家长赔偿220万元,4,77,502,2025-12-22 18:22,,,,,,金V,超级会员,2
